year,state,crop,land_area,yield
2017,Ebonyi,tomatoe,32.91,1.57
2017,Edo,tomatoe,10.55,2.18
2017,Ekiti,tomatoe,4.77,5
2017,Enugu,tomatoe,12.03,1.23
2017,Fct,tomatoe,19.57,3.01
2017,Gombe,tomatoe,32.62,5.79
2017,Imo,tomatoe,1.71,6.88
2017,Jigawa,tomatoe,28.61,2.56
2017,Kaduna,tomatoe,37.34,4.78
2017,Kano,tomatoe,48.76,2.99
2017,Katsina,tomatoe,31.07,3.41
2017,Kebbi,tomatoe,58.49,2.63
2017,Kogi,tomatoe,16.81,4.79
2017,Kwara,tomatoe,21.58,2.36
2017,Lagos,tomatoe,3.03,9.87
2017,Nasarawa,tomatoe,38.2,2.64
2017,Niger,tomatoe,15.38,7.84
2017,Ogun,tomatoe,13.64,6.6
2017,Ondo,tomatoe,9.82,3.63
2017,Osun,tomatoe,4.92,6.83
2017,Oyo,tomatoe,8.57,4.24
2017,Plateau,tomatoe,13.87,3.96
2017,Rivers,tomatoe,,
2017,Sokoto,tomatoe,16.77,9.63
2017,Taraba,tomatoe,35.18,3.44
2017,Yobe,tomatoe,19.25,5.44
2017,Zamfara,tomatoe,30.66,4.64
2017,Abia,okro,14.7,0.9
2017,Adamawa,okro,31.3,0.7
2017,Akwa-Ibom,okro,114.6,1.3
2017,Anambra,okro,24.5,0.8
2017,Bauchi,okro,17.7,0.6
2017,Bayelsa,okro,104.7,1.8
2017,Benue,okro,36.8,1.1
2017,Borno,okro,33.2,1.2
2017,Cross River,okro,109.9,1.9
2017,Delta,okro,42.1,1.1
2017,Ebonyi,okro,11.1,1.9
2017,Edo,okro,35.7,0.4
2017,Ekiti,okro,23.5,3.1
2017,Enugu,okro,20.9,1.7
2017,Fct,okro,51.8,1.3
2017,Gombe,okro,33.2,0.8
2017,Imo,okro,51.1,1.5
2017,Jigawa,okro,17.5,10.2
2017,Kaduna,okro,14.2,2
2017,Kano,okro,48.5,1.5
2017,Katsina,okro,14.2,0.5
2017,Kebbi,okro,36.8,5.7
2017,Kogi,okro,38.6,0.6
2017,Kwara,okro,7.3,0.3
2017,Lagos,okro,10.7,2.1
2017,Nasarawa,okro,22.3,5.6
2017,Niger,okro,8.8,0.8
2017,Ogun,okro,13.5,1
2017,Ondo,okro,40.8,1.4
2017,Osun,okro,42,1.2
2017,Oyo,okro,6.6,0.5
2017,Plateau,okro,30.8,0.9
2017,Rivers,okro,106.6,0.6
2017,Sokoto,okro,14.7,0.9
2017,Taraba,okro,19.9,2.4
2017,Yobe,okro,30.1,2.8
2017,Zamfara,okro,21,1.2
2018,Abia,rice,37.33,1.52
2018,Adamawa,rice,162.44,1.73
2018,Akwa-Ibom,rice,9.31,2.65
2018,Anambra,rice,33.8,2.76
2018,Bauchi,rice,136.56,1.81
2018,Bayelsa,rice,50.93,1.87
2018,Benue,rice,277.83,2.01
2018,Borno,rice,115.15,1.62
2018,Cross River,rice,63.17,2.3
2018,Delta,rice,26.28,1.75
2018,Ebonyi,rice,59.76,2.12
2018,Edo,rice,67.45,2.04
2018,Ekiti,rice,75.03,1.8
2018,Enugu,rice,41.62,2.14
2018,Fct,rice,200.6,2.08
2018,Gombe,rice,124.75,1.67
2018,Imo,rice,34.84,2.15
2018,Jigawa,rice,108.63,2.26
2018,Kaduna,rice,159.15,2.19
2018,Kano,rice,125.1,3.38
2018,Katsina,rice,121.32,1.86
2018,Kebbi,rice,218.22,1.89
2018,Kogi,rice,274.9,2.05
2018,Kwara,rice,201.33,2.18
2018,Lagos,rice,38.18,1.87
2018,Nasarawa,rice,180.81,2.29
2018,Niger,rice,262.3,2.35
2018,Ogun,rice,51.85,1.49
2018,Ondo,rice,36.7,3.25
2018,Osun,rice,44.88,2.27
2018,Oyo,rice,56.26,1.82
2018,Plateau,rice,131.32,1.92
2018,Rivers,rice,45.02,1.71
2018,Sokoto,rice,81.3,2.03
2018,Taraba,rice,189.46,2.2
2018,Yobe,rice,100.25,1.56
2018,Zamfara,rice,121.68,2.07
2018,Adamawa,sorghum,255.16,1.11
2018,Bauchi,sorghum,439.75,1.05
2018,Benue,sorghum,193.92,1
2018,Borno,sorghum,336.01,0.99
2018,Enugu,sorghum,12.18,1.12
2018,FCT,sorghum,104.86,1.23
2018,Gombe,sorghum,342.21,0.97
2018,Jigawa,sorghum,291.72,1.22
2018,Kaduna,sorghum,412.59,1.05
2018,Kano,sorghum,577.17,1.01
2018,Katsina,sorghum,327.84,1.19
2018,Kebbi,sorghum,328.27,1.23
2018,Kogi,sorghum,95.89,1.33
2018,Kwara,sorghum,96.11,1.49
2018,Nasarawa,sorghum,92.2,1.75
2018,Niger,sorghum,419.5,1.49
2018,Oyo,sorghum,48.93,1.2
2018,Plateau,sorghum,198.96,1.52
2018,Sokoto,sorghum,273.79,1.36
2018,Taraba,sorghum,313.96,1.09
2018,Yobe,sorghum,251.66,1.06
2018,Zamfara,sorghum,435.76,0.94
2018,Abia,maize,74.09,1.56
2018,Adamawa,maize,189.91,2.18
2018,Akwa Ibom,maize,78.03,1.09
2018,Anambra,maize,56.68,1.81
2018,Bauchi,maize,301.75,1.93
2018,Bayelsa,maize,46.91,1.72
2018,Benue,maize,153.37,2.64
2018,Borno,maize,368.54,1.7
2018,C/River,maize,57.07,1.81
2018,Delta,maize,86.6,1.78
2018,Ebonyi,maize,74.65,2.06
2018,Edo,maize,99.13,1.68
2018,Ekiti,maize,154.49,1.84
2018,Enugu,maize,90.52,1.9
2018,FCT,maize,197.26,2.28
2018,Gombe,maize,381.91,1.87
2018,Imo,maize,47.68,2.66
2018,Jigawa,maize,177.92,1.86
2018,Kaduna,maize,360.18,2.6
2018,Kano,maize,128.58,2.75
2018,Katsina,maize,187.97,2.17
2018,Kebbi,maize,173.86,2.06
2018,Kogi,maize,165.89,2.41
2018,Kwara,maize,162.89,2.05
2018,Lagos,maize,155.35,1.7
2018,Nasarawa,maize,105.65,2.92
2018,Niger,maize,284.31,2.62
2018,Ogun,maize,140.3,2.09
2018,Ondo,maize,154.17,2.51
2018,Osun,maize,172.53,2.04
2018,Oyo,maize,153.48,2.07
2018,Plateau,maize,262.19,2.52
2018,Rivers,maize,57.01,2.18
2018,Sokoto,maize,101.79,2.71
2018,Taraba,maize,282.52,2.15
2018,Yobe,maize,146.13,2.03
2018,Zamfara,maize,189.88,1.41
2018,Adamawa,millet,134.81,1.23
2018,Bauchi,millet,84.77,0.91
2018,Benue,millet,95.34,0.79
2018,Borno,millet,95.81,0.79
2018,FCT,millet,57.73,0.95
2018,Gombe,millet,116.67,0.97
2018,Jigawa,millet,92.4,0.77
2018,Kaduna,millet,62.38,0.77
2018,Kano,millet,49,1.8
2018,Katsina,millet,148.26,1.03
2018,Kebbi,millet,80.11,0.93
2018,Kogi,millet,45.84,0.9
2018,Kwara,millet,29.6,0.92
2018,Nasarawa,millet,21.14,1.38
2018,Niger,millet,113.56,0.91
2018,Plateau,millet,78.12,0.89
2018,Sokoto,millet,81.29,2.3
2018,Taraba,millet,106.47,0.89
2018,Yobe,millet,207.31,1.19
2018,Zamfara,millet,33.72,2.43
2018,Adamawa,groundnut,55.08,2.35
2018,Bauchi,groundnut,406.17,1.3
2018,Benue,groundnut,261.47,1.21
2018,Borno,groundnut,161.16,1.18
2018,C/River,groundnut,13.41,1.32
2018,Ebonyi,groundnut,5.83,0.95
2018,Edo,groundnut,6.3,0.98
2018,Enugu,groundnut,5.55,1.21
2018,FCT,groundnut,180.75,1.44
2018,Gombe,groundnut,119.75,1.12
2018,Imo,groundnut,7.14,1.13
2018,Jigawa,groundnut,152.23,1.58
2018,Kaduna,groundnut,204.62,1.34
2018,Kano,groundnut,216.36,0.69
2018,Katsina,groundnut,133.27,0.96
2018,Kebbi,groundnut,149.11,1.27
2018,Kogi,groundnut,126,1.35
2018,Kwara,groundnut,187.02,1.37
2018,Nasarawa,groundnut,93.94,2.24
2018,Niger,groundnut,209.17,1.42
2018,Ogun,groundnut,18.63,1.2
2018,Osun,groundnut,36.16,1.19
2018,Oyo,groundnut,44.92,1.13
2018,Plateau,groundnut,146.01,1.43
2018,Sokoto,groundnut,197.82,0.5
2018,Taraba,groundnut,220.24,1.09
2018,Yobe,groundnut,46.01,1.41
2018,Zamfara,groundnut,158.52,1.1
2018,Abia,cowpea,47.08,0.93
2018,Adamawa,cowpea,196.7,1.08
2018,Akwa-Ibom,cowpea,30.1,1.24
2018,Anambra,cowpea,111.22,0.56
2018,Bauchi,cowpea,188.9,0.92
2018,Bayelsa,cowpea,29.16,0.82
2018,Benue,cowpea,148.21,0.85
2018,Borno,cowpea,146.48,0.94
2018,Cross River,cowpea,27.67,0.87
2018,Delta,cowpea,43.4,0.94
2018,Ebonyi,cowpea,71.7,0.65
2018,Edo,cowpea,5.39,0.73
2018,Ekiti,cowpea,163.67,0.56
2018,Enugu,cowpea,99.37,0.73
2018,Fct,cowpea,141.53,0.88
2018,Gombe,cowpea,318.89,0.95
2018,Imo,cowpea,91.96,0.71
2018,Jigawa,cowpea,116.5,1.32
2018,Kaduna,cowpea,178.58,0.83
2018,Kano,cowpea,199.1,0.84
2018,Katsina,cowpea,130.23,0.89
2018,Kebbi,cowpea,108.46,0.81
2018,Kogi,cowpea,356.78,0.46
2018,Kwara,cowpea,217.65,0.93
2018,Lagos,cowpea,108.58,0.54
2018,Nasarawa,cowpea,50.8,1.47
2018,Niger,cowpea,110.53,0.94
2018,Ogun,cowpea,77.88,0.64
2018,Ondo,cowpea,150,0.76
2018,Osun,cowpea,206.97,0.34
2018,Oyo,cowpea,128.69,0.78
2018,Plateau,cowpea,175.61,0.53
2018,Rivers,cowpea,98.58,0.52
2018,Sokoto,cowpea,135.3,0.83
2018,Taraba,cowpea,260.11,0.98
2018,Yobe,cowpea,99.9,2.08
2018,Zamfara,cowpea,137.4,0.64
2018,Adamawa,soybean,53.04,0.88
2018,Bauchi,soybean,36.79,0.68
2018,Benue,soybean,92.35,2.61
2018,Borno,soybean,20,0.75
2018,Ekiti,soybean,26.06,0.35
2018,FCT,soybean,60.7,0.57
2018,Gombe,soybean,66.77,0.86
2018,Jigawa,soybean,42.16,0.81
2018,Kaduna,soybean,101.44,0.96
2018,Kano,soybean,65.88,1
2018,Katsina,soybean,43.7,0.85
2018,Kebbi,soybean,43.91,0.81
2018,Kogi,soybean,57.14,0.6
2018,Kwara,soybean,56.57,0.9
2018,Nasarawa,soybean,35.9,0.76
2018,Niger,soybean,80.37,0.53
2018,Oyo,soybean,35.14,0.62
2018,Plateau,soybean,46.55,0.52
2018,Sokoto,soybean,32.47,0.68
2018,Taraba,soybean,55.26,0.98
2018,Zamfara,soybean,43.25,0.5
2018,Abia,okro,17.57,1.17
2018,Adamawa,okro,31.6,0.55
2018,Akwa-Ibom,okro,114.5,0.91
2018,Anambra,okro,24.7,0.78
2018,Bauchi,okro,25.23,0.95
2018,Bayelsa,okro,135.1,0.87
2018,Benue,okro,36.9,1.5
2018,Borno,okro,33.4,0.85
2018,Cross River,okro,120.86,0.94
2018,Delta,okro,42.5,2.43
2018,Ebonyi,okro,12.5,1.24
2018,Edo,okro,39.27,2.85
2018,Ekiti,okro,25.72,0.51
2018,Enugu,okro,21.94,0.98
2018,Fct,okro,57.35,0.74
2018,Gombe,okro,33.4,0.76
2018,Imo,okro,55.36,0.56
2018,Jigawa,okro,17.7,1.5
2018,Kaduna,okro,15.27,2.99
2018,Kano,okro,48.6,0.55
2018,Katsina,okro,15.1,1.09
2018,Kebbi,okro,37,1
2018,Kogi,okro,39.1,2.09
2018,Kwara,okro,7.67,10.3
2018,Lagos,okro,10.6,5.67
2018,Nasarawa,okro,22.5,1.26
2018,Niger,okro,8.3,1.65
2018,Ogun,okro,13.52,2.78
2018,Ondo,okro,41,0.27
2018,Osun,okro,43.26,0.48
2018,Oyo,okro,6.3,5.89
2018,Plateau,okro,31,1.69
2018,Rivers,okro,123.3,1
2018,Sokoto,okro,14.7,1.46
2018,Taraba,okro,20.81,1.73
2018,Yobe,okro,30.3,0.75
2018,Zamfara,okro,21.2,1.93
2018,Adamawa,benniseed,16.4,1.01
2018,Bauchi,benniseed,20.37,0.47
2018,Benue,benniseed,97.5,0.74
2018,Borno,benniseed,16.71,0.44
2018,FCT,benniseed,81.5,0.67
2018,Gombe,benniseed,31.6,0.31
2018,Jigawa,benniseed,15.5,1.22
2018,Kano,benniseed,20.36,1.22
2018,Katsina,benniseed,52.73,0.32
2018,Kebbi,benniseed,9.76,0.72
2018,Kogi,benniseed,90.31,0.7
2018,Kwara,benniseed,22.72,0.75
2018,Nasarawa,benniseed,57.21,0.88
2018,Niger,benniseed,46.83,0.36
2018,Plateau,benniseed,54.74,0.54
2018,Sokoto,benniseed,27.61,0.53
2018,Taraba,benniseed,58.68,0.73
2018,Yobe,benniseed,13.92,0.23
2018,Zamfara,benniseed,20.73,1.03
2018,Adamawa,cotton,22.09,0.46
2018,Bauchi,cotton,96.6,0.3
2018,Borno,cotton,45.4,0.3
2018,Gombe,cotton,32.46,0.35
2018,Jigawa,cotton,35,0.22
2018,Kaduna,cotton,8.69,3.02
2018,Kano,cotton,44.31,0.62
2018,Katsina,cotton,62.8,0.44
2018,Kebbi,cotton,39.19,0.37
2018,Oyo,cotton,2.2,0.82
2018,Plateau,cotton,9.5,0.66
2018,Sokoto,cotton,38.1,0.71
2018,Taraba,cotton,22.5,0.15
2018,Yobe,cotton,32.64,0.36
2018,Zamfara,cotton,27.6,0.3
2018,Abia,cassava,259.25,5.97
2018,Akwa Ibom,cassava,293.18,5.99
2018,Anambra,cassava,253.61,7.68
2018,Bauchi,cassava,130.71,3.78
2018,Bayelsa,cassava,368.23,3.2
2018,Benue,cassava,444.94,9.12
2018,C/River,cassava,409.1,5
2018,Delta,cassava,239.18,7.51
2018,Ebonyi,cassava,912.42,0.02
2018,Edo,cassava,374.05,4.46
2018,Ekiti,cassava,236.78,7.33
2018,Enugu,cassava,232.29,9.43
2018,FCT,cassava,454.87,3.96
2018,Gombe,cassava,123.39,6.4
2018,Imo,cassava,327.17,10.72
2018,Jigawa,cassava,131.51,10.2
2018,Kaduna,cassava,197.13,11.72
2018,Katsina,cassava,145.51,3.02
2018,Kebbi,cassava,142.33,4.61
2018,Kogi,cassava,384.88,9.52
2018,Kwara,cassava,474.77,3.32
2018,Lagos,cassava,269.88,6.05
2018,Nasarawa,cassava,291.62,5.91
2018,Niger,cassava,415.47,4.21
2018,Ogun,cassava,193.66,11.6
2018,Ondo,cassava,226.54,15.69
2018,Osun,cassava,183.29,9.95
2018,Oyo,cassava,190.58,9.6
2018,Plateau,cassava,386.92,2.8
2018,Rivers,cassava,658.73,5.74
2018,Sokoto,cassava,93.2,3.68
2018,Taraba,cassava,190,7.7
2018,Yobe,cassava,184.4,2.68
2018,Zamfara,cassava,133.2,1.72
2018,Abia,yam,227.06,7.87
2018,Akwa Ibom,yam,287.35,0.01
2018,Anambra,yam,159.21,5.52
2018,Bayelsa,yam,295.7,4.08
2018,Benue,yam,190.1,12.85
2018,C/River,yam,332.57,8.64
2018,Delta,yam,162.77,7.88
2018,Ebonyi,yam,274.68,8.92
2018,Edo,yam,308.36,6.58
2018,Ekiti,yam,197.53,7.37
2018,Enugu,yam,235.73,11.93
2018,FCT,yam,691.56,4.12
2018,Imo,yam,80,3.69
2018,Kaduna,yam,197.83,12.93
2018,Kebbi,yam,146.9,6.32
2018,Kogi,yam,191.1,7.35
2018,Kwara,yam,258.58,9.06
2018,Nasarawa,yam,202.23,18.94
2018,Niger,yam,275.81,13.26
2018,Ogun,yam,167.79,6.16
2018,Ondo,yam,186.71,9.59
2018,Osun,yam,195.37,9.36
2018,Oyo,yam,248.32,5.23
2018,Plateau,yam,135.14,13.16
2018,Rivers,yam,503.51,2.52
2018,Taraba,yam,321.21,10
2018,Abia,cocoyam,40.07,7.29
2018,Akwa Ibom,cocoyam,38.81,10.78
2018,Anambra,cocoyam,62.68,9.37
2018,Bayelsa,cocoyam,61.92,7.88
2018,Benue,cocoyam,28.58,4.43
2018,Borno,cocoyam,14.06,
2018,C/River,cocoyam,34.81,12.22
2018,Delta,cocoyam,38.46,5.21
2018,Ebonyi,cocoyam,118.46,2.41
2018,Edo,cocoyam,36.6,9.4
2018,Ekiti,cocoyam,44.32,11.36
2018,Enugu,cocoyam,84.25,9.55
2018,Imo,cocoyam,87.8,6.46
2018,Kogi,cocoyam,19.55,10.69
2018,Kwara,cocoyam,37.1,4.14
2018,Lagos,cocoyam,31.4,4.55
2018,Nasarawa,cocoyam,26.98,6.85
2018,Niger,cocoyam,25.07,10.45
2018,Ogun,cocoyam,29.7,11.62
2018,Ondo,cocoyam,34.23,16.07
2018,Osun,cocoyam,29.14,12.45
2018,Oyo,cocoyam,50.4,2.6
2018,Plateau,cocoyam,12.98,5.72
2018,Rivers,cocoyam,30.19,8.59
2018,Taraba,cocoyam,96.21,2.21
2018,Bauchi,ginger,4.49,5.57
2018,Benue,ginger,13.71,4.92
2018,Kaduna,ginger,48.93,10.7
2018,Nasarawa,ginger,19.19,3.23
2018,Abia,tomatoe,66.86,0.2
2018,Adamawa,tomatoe,43.3,2.75
2018,Anambra,tomatoe,11,1.55
2018,Bauchi,tomatoe,35.66,5.08
2018,Benue,tomatoe,17.1,4.32
2018,Borno,tomatoe,30.13,7.86
2018,Delta,tomatoe,67.59,0.46
2018,Ebonyi,tomatoe,39.22,1.35
2018,Edo,tomatoe,68.91,0.34
2018,Ekiti,tomatoe,54.13,0.43
2018,Enugu,tomatoe,62.53,0.25
2018,FCT,tomatoe,53.43,1.15
2018,Gombe,tomatoe,29.94,7.12
2018,Imo,tomatoe,3,4.2
2018,Jigawa,tomatoe,37.3,1.98
2018,Kaduna,tomatoe,45.03,4.08
2018,Kano,tomatoe,53.37,3.19
2018,Katsina,tomatoe,42.59,2.8
2018,Kebbi,tomatoe,61.13,2.07
2018,Kogi,tomatoe,50.88,1.58
2018,Kwara,tomatoe,52.8,1.03
2018,Lagos,tomatoe,60.05,0.56
2018,Nasarawa,tomatoe,47.14,2.17
2018,Niger,tomatoe,17.7,6.86
2018,Ogun,tomatoe,57.44,1.6
2018,Ondo,tomatoe,13.01,2.77
2018,Osun,tomatoe,53.65,0.53
2018,Oyo,tomatoe,53.88,0.68
2018,Plateau,tomatoe,46.5,1.22
2018,Sokoto,tomatoe,17.22,7.6
2018,Taraba,tomatoe,40.51,3.07
2018,Yobe,tomatoe,19.27,6.3
2018,Zamfara,tomatoe,34.85,4.88
2018,Adamawa,onion,58,2.41
2018,Bauchi,onion,43.13,2.16
2018,Benue,onion,26.3,1.9
2018,Borno,onion,18,3.91
2018,Gombe,onion,48.58,1.83
2018,Jigawa,onion,28.72,2.68
2018,Kaduna,onion,31.12,3.28
2018,Kano,onion,50.8,2.2
2018,Katsina,onion,38.72,2.65
2018,Kebbi,onion,44,2.85
2018,Lagos,onion,3.9,2.69
2018,Plateau,onion,38.3,1.29
2018,Sokoto,onion,30.6,3.49
2018,Taraba,onion,13.42,5.43
2018,Yobe,onion,49.3,1.91
2018,Zamfara,onion,27,4.53
2018,Abia,,,
2018,Adamawa,,,
2018,Akwa-Ibom,,,
2018,Anambra,,,
2018,Bauchi,,,
2018,Bayelsa,,,
2018,Benue,,,
2018,Borno,,,
2018,Cross River,,,
2018,Delta,,,
2018,Ebonyi,,,
2018,Edo,,,
2018,Ekiti,,,
2018,Enugu,,,
2018,Fct,,,
2018,Gombe,,,
2018,Imo,,,
2018,Jigawa,,,
2018,Kaduna,,,
2018,Kano,,,
2018,Katsina,,,
2018,Kebbi,,,
2018,Kogi,,,
2018,Kwara,,,
2018,Lagos,,,
2018,Nasarawa,,,
2018,Niger,,,
2018,Ogun,,,
2018,Ondo,,,
2018,Osun,,,
2018,Oyo,,,
2018,Plateau,,,
2018,Rivers,,,
2018,Sokoto,,,
2018,Taraba,,,
2018,Yobe,,,
2018,Zamfara,,,
2018,Abia,,,
2018,Adamawa,,,
2018,Akwa-Ibom,,,
2018,Anambra,,,
2018,Bauchi,,,
2018,Bayelsa,,,
2018,Benue,,,
2018,Borno,,,
2018,Cross River,,,
2018,Delta,,,
2018,Ebonyi,,,
2018,Edo,,,
2018,Ekiti,,,
2018,Enugu,,,
2018,Fct,,,
2018,Gombe,,,
2018,Imo,,,
2018,Jigawa,,,
2018,Kaduna,,,
2018,Kano,,,
2018,Katsina,,,
2018,Kebbi,,,
2018,Kogi,,,
2018,Kwara,,,
2018,Lagos,,,
2018,Nasarawa,,,
2018,Niger,,,
2018,Ogun,,,
2018,Ondo,,,
2018,Osun,,,
2018,Oyo,,,
2018,Plateau,,,
2018,Rivers,,,
2018,Sokoto,,,
2018,Taraba,,,
2018,Yobe,,,
2018,Zamfara,,,
2019,Abia,rice,42.41,1.35
2019,Adamawa,rice,163.22,1.72
2019,Akwa-Ibom,rice,10.01,2.42
2019,Anambra,rice,36.88,2.57
2019,Bauchi,rice,141.18,1.74
2019,Bayelsa,rice,50.31,1.92
2019,Benue,rice,274.78,1.96
2019,Borno,rice,115.97,1.64
2019,Cross River,rice,66.67,2.33
2019,Delta,rice,26.93,1.82
2019,Ebonyi,rice,60.48,2.21
2019,Edo,rice,65.89,2.14
2019,Ekiti,rice,76.91,1.76
2019,Enugu,rice,45.63,2.01
2019,Fct,rice,200.65,2.07
2019,Gombe,rice,135.51,1.56
2019,Imo,rice,38.62,2.11
2019,Jigawa,rice,113.15,2.17
2019,Kaduna,rice,159.36,2.19
2019,Kano,rice,125.22,3.37
2019,Katsina,rice,127.17,1.85
2019,Kebbi,rice,218.17,1.89
2019,Kogi,rice,271.93,2.02
2019,Kwara,rice,201.81,2.15
2019,Lagos,rice,42.71,1.87
2019,Nasarawa,rice,180.96,2.28
2019,Niger,rice,260.19,2.41
2019,Ogun,rice,53.08,1.6
2019,Ondo,rice,41.72,2.87
2019,Osun,rice,50.42,2.13
2019,Oyo,rice,58.58,1.78
2019,Plateau,rice,131.85,1.91
2019,Rivers,rice,43.57,1.78
2019,Sokoto,rice,82.35,2
2019,Taraba,rice,190.64,2.13
2019,Yobe,rice,99.15,1.64
2019,Zamfara,rice,122.59,2.05
2019,Adamawa,sorghum,258.11,1.11
2019,Bauchi,sorghum,423.16,1.05
2019,Benue,sorghum,193.03,1.03
2019,Borno,sorghum,335.72,0.99
2019,Enugu,sorghum,12.61,1.1
2019,FCT,sorghum,106,1.21
2019,Gombe,sorghum,339.06,0.97
2019,Jigawa,sorghum,291.72,1.22
2019,Kaduna,sorghum,411.55,1.04
2019,Kano,sorghum,576.96,1.01
2019,Katsina,sorghum,325.24,1.18
2019,Kebbi,sorghum,327.81,1.22
2019,Kogi,sorghum,95.89,1.33
2019,Kwara,sorghum,99.67,1.46
2019,Nasarawa,sorghum,91.68,1.76
2019,Niger,sorghum,410.65,1.45
2019,Oyo,sorghum,49.28,1.21
2019,Plateau,sorghum,198.99,1.52
2019,Sokoto,sorghum,273.81,1.36
2019,Taraba,sorghum,312.9,1.08
2019,Yobe,sorghum,251.66,1.06
2019,Zamfara,sorghum,435.74,0.94
2019,Abia,maize,72.955,1.51
2019,Adamawa,maize,189.915,2.18
2019,Akwa Ibom,maize,78.855,1.1
2019,Anambra,maize,54.92,1.97
2019,Bauchi,maize,298.51,1.88
2019,Bayelsa,maize,49.39,1.65
2019,Benue,maize,157.155,2.49
2019,Borno,maize,368.355,1.69
2019,C/River,maize,58.2,1.78
2019,Delta,maize,81.465,1.9
2019,Ebonyi,maize,81.95,1.95
2019,Edo,maize,104.625,1.62
2019,Ekiti,maize,155.14,1.82
2019,Enugu,maize,93.365,1.86
2019,FCT,maize,197.265,2.28
2019,Gombe,maize,369.475,1.83
2019,Imo,maize,50.34,2.54
2019,Jigawa,maize,177.92,1.85
2019,Kaduna,maize,359.395,2.58
2019,Kano,maize,129.18,2.73
2019,Katsina,maize,188.845,2.08
2019,Kebbi,maize,173.975,2.03
2019,Kogi,maize,166.08,2.4
2019,Kwara,maize,164.71,2
2019,Lagos,maize,158.575,1.65
2019,Nasarawa,maize,105.845,2.91
2019,Niger,maize,282.73,2.55
2019,Ogun,maize,140.965,2.07
2019,Ondo,maize,154.195,2.51
2019,Osun,maize,172.285,2.03
2019,Oyo,maize,158.055,1.97
2019,Plateau,maize,261.755,2.5
2019,Rivers,maize,59.22,2.2
2019,Sokoto,maize,101.835,2.7
2019,Taraba,maize,279.855,2.1
2019,Yobe,maize,146.215,2.03
2019,Zamfara,maize,189.89,1.41
2019,Adamawa,millet,135.035,1.23
2019,Bauchi,millet,86.46,0.95
2019,Benue,millet,103.63,0.76
2019,Borno,millet,95.885,0.79
2019,FCT,millet,53.465,1.06
2019,Gombe,millet,118.895,0.98
2019,Jigawa,millet,92.79,0.78
2019,Kaduna,millet,63.07,0.8
2019,Kano,millet,50.58,1.76
2019,Katsina,millet,150.06,1.07
2019,Kebbi,millet,80.265,0.93
2019,Kogi,millet,42.71,0.95
2019,Kwara,millet,30.585,0.96
2019,Nasarawa,millet,22.59,1.42
2019,Niger,millet,111.11,1.06
2019,Plateau,millet,79.04,0.9
2019,Sokoto,millet,81.345,2.3
2019,Taraba,millet,107.47,0.89
2019,Yobe,millet,207.275,1.19
2019,Zamfara,millet,35.54,2.3
2019,Adamawa,groundnut,56.26,2.3
2019,Bauchi,groundnut,403.255,1.3
2019,Benue,groundnut,261.56,1.19
2019,Borno,groundnut,161.285,1.18
2019,C/River,groundnut,13.436,1.34
2019,Ebonyi,groundnut,5.42,0.99
2019,Edo,groundnut,8.265,0.78
2019,Enugu,groundnut,5.421,1.22
2019,FCT,groundnut,180.67,1.43
2019,Gombe,groundnut,121.9,1.11
2019,Imo,groundnut,8.065,0.98
2019,Jigawa,groundnut,152.265,1.58
2019,Kaduna,groundnut,204.605,1.35
2019,Kano,groundnut,216.33,0.69
2019,Katsina,groundnut,140.51,0.96
2019,Kebbi,groundnut,149.235,1.27
2019,Kogi,groundnut,126.18,1.35
2019,Kwara,groundnut,187.815,1.35
2019,Nasarawa,groundnut,92.72,2.27
2019,Niger,groundnut,211.29,1.38
2019,Ogun,groundnut,18.97,2.05
2019,Osun,groundnut,37.075,1.38
2019,Oyo,groundnut,46.325,1.18
2019,Plateau,groundnut,146.435,1.43
2019,Sokoto,groundnut,197.83,0.5
2019,Taraba,groundnut,220.055,1.09
2019,Yobe,groundnut,46.525,1.35
2019,Zamfara,groundnut,158.97,1.1
2019,Abia,cowpea,43.8,0.99
2019,Adamawa,cowpea,196.71,1.08
2019,Akwa-Ibom,cowpea,30.12,1.34
2019,Anambra,cowpea,111.76,0.57
2019,Bauchi,cowpea,189.14,0.93
2019,Bayelsa,cowpea,31.16,0.86
2019,Benue,cowpea,150.86,0.86
2019,Borno,cowpea,147.02,0.98
2019,Cross River,cowpea,25.76,0.93
2019,Delta,cowpea,49.17,0.89
2019,Ebonyi,cowpea,71.37,0.63
2019,Edo,cowpea,5.54,0.81
2019,Ekiti,cowpea,164.09,0.56
2019,Enugu,cowpea,101.93,0.74
2019,Fct,cowpea,142.23,0.87
2019,Gombe,cowpea,314.15,0.95
2019,Imo,cowpea,89.26,0.74
2019,Jigawa,cowpea,117.85,1.46
2019,Kaduna,cowpea,178.7,0.83
2019,Kano,cowpea,199.1,0.84
2019,Katsina,cowpea,131.08,0.9
2019,Kebbi,cowpea,108.88,0.81
2019,Kogi,cowpea,356.45,0.47
2019,Kwara,cowpea,217.52,0.93
2019,Lagos,cowpea,109.09,0.55
2019,Nasarawa,cowpea,52.93,1.53
2019,Niger,cowpea,119.93,0.95
2019,Ogun,cowpea,87.94,0.6
2019,Ondo,cowpea,150,0.77
2019,Osun,cowpea,207.56,0.37
2019,Oyo,cowpea,128.81,0.78
2019,Plateau,cowpea,175.82,0.54
2019,Rivers,cowpea,91.03,0.53
